"","ix","prolific_id","condition","task.input.a_input","task.input.b_input","feedback","correct"
"83",277,"6000546f918aa208e124b66a","comp_const","odd balls equal 3 lines and even 4 lines","balls the right of the line is 2 left of the lines are 1 and middle are 0","no",0
"84",278,"5f7f0b388155470262ade7f0","comp_mult_reverse","The bars in the egg match the number of segments. A dot near the lower bar will make all segments disappear. Dots in the middle of bars do nothing. When dots below the bars outnumber the dots above the bars then segments increase by the difference.","Dots in the top half do nothing dots in the lower half add same number of segments","Tough",1
"85",279,"60196a81bd21cd05b43d4e9a","comp_mult_reverse","they increase the velocity","there doesnt seem to be a connecting factor","the task was challenging that it set out to be a little misleading ",3
"86",280,"56fc1245f37e08000cbea351","comp_const","I have no idea.","The number of sticks reduces the length by the corresponding amount.","none",2
"87",281,"6055a820cdde5706e4456ed8","comp_mult_reverse","The spots adds number of segments on the stick while the stripes subtracts the number of segments. ","The dot determines the number of segments in the stick","NA",1
"88",282,"612930922d83e519cfa875d7","comp_mult_reverse","minimum two dots needed to have to sticks.","if more than one dot- then increases number of blocks","found this really difficult and im usually quite good at looking for patternslogical reasoning",6
"89",283,"5cea9b7c41b4310018eb1c3c","comp_const","The number of spots on the egg is multiplied by the number of segments in the stick. The result is the new length of the stick","The number of spots on the egg is multiplied by the number of segments in the stick. The new length of the stick is this minus the number of lines on the egg.","na",10
"90",284,"5f365f9597c1a96c30a587d0","comp_mult","one spot causes no change. two spots adds two segments but if the spot is touching the side of the egg it has no effect.","Only the lines have value.Where there are two lines connected by a dot the line disappears. A line only touched by a dot - the segments stay the same but when the dots are directly on top of a line regardless of how many dots are on it the segments are increased by one.","no",1
"91",285,"5ede96d4334831121745dcd6","comp_const","If there are more than one dot the stick gains 2 segments","The lines reduce the twig segments by 1 so I was completely wrong in my guesses earlier","Very fun ",1
"92",286,"60548613590cf5ac52d1a410","comp_mult","Odd amounts of eggs when touching the sticks increase to an odd number of sticks. Even no. of eggs increase to an even amount of sticks.","the number of sticks within the egg affect the number of blocks remaining.","no",0
"93",287,"61157a054da6132f55aba8fb","comp_mult","the number of dots on the eggs is how much the number of blocks change by","The number of blocks must be the same as the number of stripes in the magic egg","very brain stimulating task. ",2
"94",288,"609fb5c2b9d8060b484ec028","comp_mult","The relationship is x*y where X is the number of eggs and y is the number of segments initially there. Test 1= 1x3=3 Test 2= 2x2=4 Test 3 3x1=3","(x*y)-z where z must not be less than 1. x= dots y = segments z= lines. ","Enjoyed it a lot.",10
"95",289,"61758303480ae0a50fb357aa","comp_mult","With a  single dot the sticks stay the same.  With 2 dots the sticks double With 3 dots the sticks treble","If a dot is on a line then it takes away one stick from the previous equation","Still not sure what happens when the eggs are clear as there is no test to experiment with these.",4
"96",290,"5f8e05ca90bf7f1be9e2b40d","comp_const","The first egg neither decrease nor increase the size of the stick. The second egg adds 2 segments to the sticks if the segments are even and the third egg adds 2 segments if the segments are odd. ","If there is a red line it means that the magic egg decreases the lenght of the stick by the amount of how many red lines are in the magic egg.","I dont have any comments.",3
"97",291,"5e0520a49a993ff78e54fdc9","comp_mult","2 dots equals two lengths added on.","I have no idea.","None ",2
"98",292,"5e2db30547a18739fc13a2d1","comp_mult_reverse","stripes mean number of segments and dots mean longer or shorter segments","the dots equal the number of segments","none",1
"99",293,"5f6ee1e71b1cd7433ce58864","comp_mult_reverse","Stripes are responsible for addingremoving segments of sticks depending on where the dot is on the stripe. If the dot is at the centre of a stripe it has no effect. If the dot is at the positive end of a stripe it adds a segment to a stick. If a dot is at the negative end of a stripe it removes a segment. Stripes with no spots at all on them also remove a segment of the stick.  In example 1 there are three stripes which remove segments of the stick. One dot is in the centre of a stripe so it has no effect on the stripe.  In example 2 there are two stripes with dots on different ends. The dots on either end of the stripes cancel each other out and there are no segments added or removed.  In example 3 two of the dots dont touch the stripe so they have no effect. One dot touches the stripe at the positive end so the stick gains a segment.","Dots at the bottom of an egg have no effect on a stick as in example 1.  Dots near the top of an egg add segments as in example 2 so the stick gains two segments.  Dots in the middle have no effect as in example 3 sot the stick gains two segments.","Difficult experiment.",3
"100",294,"6122a2ff7ab38e8c3f7e1588","comp_mult","The number of sticks is multiplied by the number of dots when attached","The length of the green is multipled by the number of dots and then minus the number of red sticks","it was interesting and harder than i was expecting it to be. ",8
"101",295,"603e1fe6849f5c63a9997cf5","comp_const","The number of spots present in the eggs determines the number length of the sticks which in this case is determined by multiplying number of spots in magic egg by number of sticks present before","As before the number of dots present in a magic egg is multiplied by the number of sticks however now if theres a stripe present the number of sticks is subtracted by each stripe present","none",10
"102",296,"5aeaaa279bebfc0001cd6656","comp_mult","At least two dots will increase the stick length by 2 and less than 2 dots will do nothing.","The number of stripes indicates the number of lengths the stick will change by and the number of dots indicates whether it will increase or decrease during the change. 1 = minus 2 = no change 3 = addition","Nil I do not have any comments regarding the experiment",2
"103",297,"615aa08d1a0ab4eb57d08af2","comp_mult_reverse","The lines and spots differ on each egg the number of spots indicates the number of squares disappear.","More than one dot adds 2 squares","No comments",2
"104",298,"5da59a5264995200110bef1a","comp_mult_reverse","if an egg touches a stick it doubles (doesnt matter how many eggs). if an egg is in the middle of the stick it triples. ","if the egg is touching the rim nothing happens. if they are floating it makes the number of blocks multiply by the number of floating eggs. ","challenging",0
"105",299,"5d5d6252654cb0001b1e4fc2","comp_mult_reverse","The ratio of spots to stripes on the egg determines whether the stick length will change and the number of stripes determines how many sections the length of the stick will change by. If there are more spots than stripes the stick length with increase by the number of stripes. If there are less spots than stripes the stick length will decrease by the number of stripes on the egg. If the number of spots and stripes are equal the stick length will no change.","Each stripe decreases the length of the stick by 1. For every 2 spots the stick length increases by 2; so an odd number of spots will only increase the stick length by how many complete pairs of spots there are. For example 3 spots = 2 increase in length 5 spots = 4 increase in length but 4 spots would also increase by 4.","No",2
"106",300,"5a55c8d276d1c60001aadcb0","comp_mult_reverse","They stay the same regardless of how many sticks there are","One egg is added each time","none",2
"107",301,"5fa5818b4a7c41076f4a9941","comp_const","The more dots the eggs have the longer the sticks become.","The stripes on the magic eggs make the sticks shorter","no",0
"108",302,"60ff3e5e7fe55695d0a48d7f","comp_const","1 spot adds no length. 2 spots at the top of the egg adds 2 lengths to the sticks. a spot at the bottom of the egg has no effect.","Each red stick in the egg takes away a segment","The spots really confused me the red bars were much more straightforward",3
"109",303,"58f240e692ac81000154f827","comp_mult","If the dot is in the middle and singular it does nothing if there are two dots in the middle it doubles the number and a dot at the top and bottom are extra","The lines get rid of the sticks and the position of the spots indicating how many sticks should be","It was fun trying to work out the relationship between them.",1
"110",304,"6046333099c3d0090e4b6893","comp_mult_reverse","if the egg is touching the circle there will be two sticks","for every egg that is close to the circle one stick is added","no",4
"111",305,"55b770e3fdf99b0416ce53da","comp_mult","An egg with 1 dot doesnt change anything about the stick. An egg with 2 dots either adds 2 segments or doubles the number of segments. An egg with 3 dots adds 2 segments. ","An egg with 1 dot does nothing unless there are stripes too in which case you would subtract the number of stripes.  An egg with 2 dots would double the length but subtract the number of stripes so with 2 stripes it would minus 2 segments. An egg with 3 dots and a number of stripes you would add the number of stripes?","I dont think I did very well!",4
"112",306,"60ea069194b8ca39ec77938d","comp_const","1 dot wont change length but after 1 dot 2 parts will be added to every stick no matter what the amount of dots are","The stick will decrease in length equal to the amount of stripes on the egg as long as there is 1 dot also on the egg","None",4
"113",307,"60fd65bd3cd18759871eff2c","comp_mult_reverse","When there are more dots than lines the length will increase. If they have the same there is no effect. If there are more lines than dots it will decrease","every two dots makes the length increase by 1","it was fun thanks    ",4
"114",308,"5d32338168d63a0016a7225a","comp_mult","1 dotted eggs have no effect on the stick 2  3 dotted eggs increase the stick length by 2","Dots add length lines take away","None.",1
"115",309,"5c0239caecc5660001424ed6","comp_mult","an egg with more than 1 ball inside doubles the amount of sticks.","they seem to reduce the amount o sticks when hit.","difficult to figure it out.",1
"116",310,"5f5a807de06d3515fa8d18d7","comp_mult","I am unsure so far. however maybe it has to do with the amount of spots inside the circles vs how many lines it adds","I am really not sure. maybe the lines half the amount and the dots add an amount","i found this really hard ahd had no idea what was happening. Im sorry  Im not very good at things like this",2
"117",311,"5bd44abb25db7b00017930c0","comp_const","Having more than one ball in the egg will make the sticks increase by 2","Having the ball in the middle of the magic egg will remove two from the sticks","no",2
"118",312,"5b1c07da88ee7400012b0c2f","comp_mult_reverse","one stick on the egg adds one segment ","dots add or take away the segment ","trickier than i thought it would be. I do wonder what it was trying to test.     ",4
"119",313,"5d96dc634c5c00175dl","comp_const","if one dot on egg  then no effect. If 2 dots on egg then add 2 segments to stick. If 3 dots on egg then make stick 3 segments long","Stripes take away the same number of segments as stripes whilst dots add add 2 segments if the number of dots is greater than 2 and have no effect  if 1 dot","It was interesting and I found myself completely absorbed in getting it right. I am wondering however if the test was a distraction and the real experiment is to see how long a person will wait for the done button to allow itself to be clicked upon. It would be very easy to close this screen in frustration.. . . . . . . . . . . . . . . . . . . . . .  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  . . . . . . . ...   . . .  . . . . . . . . . . . . . . . . . . . . . . . .       ",3
"120",314,"5a25abe1cc17850001f30ef3","comp_mult","If it has one spot then the stick does not change. If it has two spots the stick doubles in length. If it has 3 spots it adds 2 in length.","One spot 3 stripes - this subtracts three from the stick. Two spots would double it but the two stripes subtracts 2. Three spots would add 2 but the one stripes subtracts one.","no",2
"121",315,"5f8724076162a20e6c563a84","comp_mult_reverse","the spots laying on the lines determines the number of blocks","the direction of the dots matters and the number does not. the closer the dots the length increases","no",5
"122",316,"60296e681b58e28af69530a8","comp_mult","My guess is that depending on the number of spots within the egg its the number of spots multiplied by the number of sticks. So if one egg has two spots and there are two sticks its 2 spots x 2 sticks = 4 sticks. ","The spots in the egg are multiplied by the number of sticks. However if there is a stick within the egg then the total number that was multiplied is subtracted by the amount of sticks within the egg. ","None it went perfectly. ",11
"123",317,"5fad73f0d61c960a2f26f191","comp_mult","the stick length growing is dependent on the number of spots.  if there is one spot the stick length stays the same.  if there are 2 spots the stick doubles if there are 3 spots the stick triples etc.","spots increase the length of the stick and stripes decrease the length of the block.    The spots multipy the length of stick by the number of spots and the stripes decrease the number of blocks by the number of stripes","none",9
"124",318,"6148bd43862a4b655e91b1c0","comp_const","The number of spots on the egg determines how the length of the stick changes","The stripes take away the length of the sticks","No comments",2
"125",319,"5db54071ed0603000df0caca","comp_const","the 2 spots double the length of the stick and the 3 spots triple the length of the stick one spot makes no difference to the length","each stripe takes away a segment","no",5
"126",320,"5c5b7d494eea0b00017ca040","comp_const","The spot in the middle affects the stick by increasing its length.","The length of the stick decreases by how many lines there are.","None.",2
"127",321,"6153509a7df644e1958439f4","comp_const","I would guess that the stick length is multiplied by the amount of dots on the egg.","dots arent relavent the lines indicate how many stick lengths are removed.","To confirm suspicions I would recommend one of the tests on each section showing a larger number.",6
"128",322,"5bd6e4aa4ffc25000160fc8c","comp_const","DOTs X by sticks= sticks","Dots multiply by sticks stripes subtract","no other than i assumed before testing began on stripes that they would be division rather than subtraction. I would have changed my mind could I have gone back ",9
"129",323,"60fd40bd85bdc921c8044099","comp_mult_reverse","In the first test the segments of the stick disappeared completely after touching the egg. The egg has 3 stripes and one dot. In the second test the egg touching the stick had no effect on the number of segments on the stick. The egg has an equal number of stripes and spots. In the third test the egg caused the stick to grow by one segment. The egg in this test has three dots and one stripe. My guess is that stripes on an egg equate to the number of segments it will take away from the stick or that the stripes reduce the number of segments on the stick while dots on the egg cause the stick to grow more segments (although there doesnt seem to be a correlation between the number of dots and number of segments added to the stick).","In the first set of tests the stripes seemed to indicate that the number of stripes equated to the number of segments the stick would reduce by if it touched the egg however in the second test there were only dots on the egg which increased the number of segments on the stick. I think stripes decrease segments and dots increase segments.","None.",4
"130",324,"60ecbc6580bdf7dde933726e","comp_const","1 dot no change 2 dots  adds 2 square or doubles the original number 3 dots adds 2 square ","The dots mean nothing the number of lines is the number of blocks to remove","No comments.  Interesting  ",1
"131",325,"5de572f21a7af84fc3cd0ca7","comp_const","the spots in the eggs are the number of times the stick lengthens by 2 spots doubles the length of the stick 3 spots triples the length of the stick ","the spots are the number of times the stick increases by 2 spots = times stick length by 2 3 spots = times stick length by 3 the lines mean you have to subtract one from the answer 1 line = minus 1 from length of stick after multiplication and so on","no",10
"132",326,"5e7940c694cff24fefdce9aa","comp_const","The amount of dots on the eggs change how many new lines appear. 1 dot doesnt change anything.  2 dots doubles the lines  3 dots adds 2 line ","The lines on the magic eggs subtract from the blocks. 1 line on the magic egg takes away 1 block 2 lines takes away two blocks 3 lines takes away 3 blocks","no",1
"133",327,"5adda6e5dee8590001b03397","comp_mult_reverse","the stripes are add 1 and the dots are take away","im not sure","I found the task confusing",4
"134",328,"5e78aaf472b4824255a232b2","comp_const","the segments are multiplied by the number of dots","multiplied by the number of dots and minus the number of stripes","no",7
"135",329,"6004457ba1789155ded7a209","comp_mult","The number of dots on the egg multiply the number of sticks","The dots multiply the sticks and then the number of lines are subtract the sticks","It was fun and interesting",10
"136",330,"5bfc45cc34d3e000010d4c55","comp_mult_reverse","When there are less dots than lines the stick decreases the number of lines on the egg. When the dots and lines are equal the stick stays the same length. When there are more dots than lines the stick increases by the number of lines.","Where the number of dots on the eggs is less than the stick length the stick remains the same. Where the number of dots on the egg is the same as the length of the stick the stick increases by the number of dots. Where the number of dots on the egg is greater than the length of the stick the stick increases to the length of the number of dots.","None",1
"137",331,"5a6f895f82968f0001a69fa6","comp_mult_reverse","if more stripes than circles - lose all sticks if same number - sticks stay same if more circles than stripes - sticks increase","number of spots minus number of stripes then multiply by sticks","very difficult",3
"138",332,"5efc975ff597a704963176da","comp_const","Eggs with more than one dot make the sticks two segments longer","Stripes on the eggs remove segments from the stick - for every stripe on the egg one segment is removed","None",2
"139",333,"2DCA0831","comp_mult_reverse","total 4 at end","if dots in middle keep stripes","nope",2
"140",334,"5d4fc1f28d5aa50001505876","comp_const","Number of eggs x number of sticks will give you the increase in length. ","The number of eggs x the number of stick segments then minus the number of stripes","No",6
"141",335,"5a64f41263394a00015567b5","comp_mult_reverse","The spots determine wether the sticks decrease stay the same or increase and the stripes determine the amount of segments that are affected (so one stripe on the egg would increase the sticks length by one if there was 3 spots if there was only 1 spot the length of the stick would decrease by 1)","The spots determine how many segments the stick is increased by the stripes determine if they increase or decrease","None",1
"142",336,"6048fbc7d33eeca55ff57770","comp_mult","I guess the number of spots on the egg is relative to how much the stick will grow when the egg touches it.","The sticks have a connection to the changes to the blocks.","I found this task much more enjoyable than I expected despite finding it difficult!",1
"143",337,"5aec6539d9171d00015b79ea","comp_mult","The stripes multiplied by 3","Are we either multiplying or dividing depending on the placement of the dots and stripes?","I have no idea what this experiment is for but I would love to know.",1
"144",338,"5ea1870060261003807ab29f","comp_mult_reverse","Two stripes two dots no change. Three stripes one dot clears all. One stripe three dots adds one.","two and three dots add 2 one dot no change","couldnt work out the logic im afraid",2
"145",339,"5f24794d55695f0549163e86","comp_const","A dot to the south west adds 2 lengths to the stick. Spots in the centre or to the north east do not have any effect.","A block is removed for each stick.","No comments thank you.",2
"146",340,"58f368386eec530001c28cd5","comp_mult","The Dots decide the stick length in multiple of the original. so 1 dot stays the same 2 dots double the length 3 dots triple the length etc ","The dots still work in multiples but the sticks seem to take away in singles","It was enjoyable to try and figure out",8
"147",341,"60b6c05c689b8f898298e4d2","comp_const","An egg with two dots added two sticks to two sticks that were already there. An egg with three dots added two sticks to one stick that was already there. I think the dots on the eggs matter and how many sticks are there before the egg comes into contact with them. ","The stripes are what matter the most. The number of stripes in an egg will be the number of sticks that will disappear as soon as the egg comes into contact with them. ","Not really. Everything went well and the instructions were very clear. ",1
"148",342,"5e9f5b1969874d0acf8a48c4","comp_mult_reverse","The lines take away length and the spots counteract this in some way","The length increases by multiplying the number of dots by the blocks already there","na",5
"149",343,"616d653a6beb632a9219baa2","comp_mult","I think the more spots in the egg make the sticks bigger","it doesnt matter how many stripes or spots there is it doesnt effect on whether it grows or stays the same","It was very hard to understand and I dont think the instructions were helpful. ",3
"150",344,"602464ee6f1d051573de7518","comp_mult_reverse","One circle means to subtract sticks two circles mean that the value of six remains the same and three circles means that sticks are added. The lines indicate the quantity affected.","When there are no lines multiply the number of dots by the amount stick segments to get the quantity","It was very creative",5
"151",345,"5e9035678ed06f334edc83f8","comp_mult_reverse","If there are more dots than lines in the egg an extra length is added to the stick. ","If the there is more dots to a certain area of the egg then more lengths are added to the stick","I found this really difficult to understand ",2
"152",346,"603d2c9f302d079ebcf19d0b","comp_mult_reverse","The positioning of the spots matters and the combination of the sripes and spots in each test","If the spots are below no amount of sticks are added and if the spots are above the exact number of spots above the circle are added to the sticks","No comment thank you",3
"153",347,"5e4ad5d737f7b303c852c01b","comp_mult","So far it seems: if the number of dots on the magic egg is equal or greater than the length of the stick it will add 2 to the length.","If the number of dots on the magic egg is equal or greater than the length of the stick 2 blocks are added to the stick. Each red line on the magic egg always removes one block from the stick.","very interesting and fun experiment thank you ",3
"154",348,"60700ba0aead6063a9c1aac7","comp_mult","the number of dots on the magic eggs affects how the length of the sticks will increase. a property in the sticks that matters is the number of segments before the stick touches the magic egg.","(dot x sticks) - line = n","No comments.",10
"155",349,"5e3d857264d5e6000dd34f3e","comp_mult","the position of the dots and how many dots there are matter. ","there needs to be more dots than sticks to increase the number of blocks","no. ",0
"156",350,"615a17c90199096a5bbe0f48","comp_mult","The number of dots multiplies the number of stick segments. For test 1: 1 x 3= 3 so stick does not change. test 2: 2 x 2= 4 so stick becomes 4 segments long. test 3: 3 x 1= 3 so stick becomes 3 segments long.","The number of dots multiplied by the segments of the original stick = new stick length. Then minus the number of lines on the magic egg. test 4: (1 x 3)-3=0. test 5: (2x2)-2=2. test 6: (3x1)-1=2.","na",11
"157",351,"5feefc0cfdb6e620cf0f9e0f","comp_const","spots on left side add right side takeaway","if lines are present takeaway that amount. if dot touches side also take away. if dot in middle add on","very interesting!",2
"158",352,"5eaefbfa63ac4305357dae76","comp_const","Im really not sure ","They eliminate squares","I really couldnt get my head around this task.",1
"159",353,"611fa5b640eb595b68872486","comp_mult_reverse","Honestly Im really struggling. I think it has something to do with the number of lines. For example in the first example the magic egg subtracts 3 and there are three lines. And in the third example the magic egg adds 1 line and there is only one line in the egg. Beyond that Im baffled.","Dots that arent touching or close to the edge of the egg add segments to the line.","I honestly have no idea what the correct answers were. I couldnt really see a pattern at all!",0
"160",354,"6006be0ee3dca9052e5eeeaa","comp_mult_reverse","The number of stripes on the eggs seem to indicate the length of the stick. I do not think the dots or the position of the dots makes a difference","I think this is random and no specific properties","I think it was random and there was no exact way to predict but im not sure",2
"161",355,"5f384f00a1276934daedf319","comp_mult","I think that its a multiplication sum. So the number of dots in the egg is multiplied by the number of blocks in the stick so when the egg hits the stick the number of dots gets multiplied by the number of blocks on the stick and then blocks are added to made the sum correct. For example in test 3 theres 3 dots and one block so when the egg with 3 dots hits the block it calculates (3 x 1) = 3 hence the stick grows to become 3 blocks long","So i think the same rule applies as before but the lines on the eggs is a subtract 1. So in test 6 the 3 dots would have been multiplied by the 1 block to make the stick 3 blocks long but the line on the egg subtracts 1 block leaving the stick only 2 blocks long","NA",11
"162",356,"614c5d3911d2a431c2c59857","comp_const","1=3 2=4 3=3","the number of stripes equals the number of sticks that are reduced.  I am still very unsure about the spots ","i still cant work out what the spots did.  I dont know if there is an obvious solution and i just missed it.  Having done the last experiment i am now not sure if i got the spots correct.  It seems very difficult to work out and was quite frustrating. I am not sure what the experiment is supposed to be testing or if there is even a solutions.  I would be interested to see how many people got correct answers.      i am not sure if i spent too long thinking about it all                                       ",2
"163",357,"610bcdce335f24707a103e91","comp_mult_reverse","I think the more spots are on the eggs the more magic they are ","However many spots there are that is the number of blocks","No I do not",1
"164",358,"5f636c7415568403d097b9d7","comp_const","For every 1.5 eggs the stick grows.","If the egg touches the sticks then the number of sticks shown takes the bars away.","I could not grasp how the sticks and eggs work but it was fun overall.",1
"165",359,"571e7cef1bdf1a000991234a","comp_mult_reverse","Either three dots create an extra stick or having more dots than stripes creates an extra stick ","This is tough! I think the dot touching the circle AND a dot in the middle adds two sticks ","Im completely stumped! I have no comments or ideas about the experiment. ",2
